interaction_id,user_id,place_id,type,rating,dwell_sec,timestamp
i_003994,u_0180,p_0095,view,,257,2025-08-28T15:31:43
i_003995,u_0180,p_0079,click,3.3,372,2025-08-12T04:46:43
i_003996,u_0180,p_0086,view,,292,2025-08-31T04:26:43
i_003997,u_0180,p_0070,view,,231,2025-07-26T08:12:43
i_003998,u_0180,p_0089,checkin,,,2025-10-19T17:00:43
i_003999,u_0180,p_0068,save,3.9,,2025-08-12T07:00:43
i_004000,u_0180,p_0076,view,,251,2025-10-26T08:27:43
i_004001,u_0180,p_0081,view,,396,2025-08-14T21:24:43
i_004002,u_0180,p_0091,view,,236,2025-08-22T01:05:43
i_004003,u_0180,p_0082,checkin,,,2025-09-17T14:12:43
i_004004,u_0180,p_0097,click,4.7,207,2025-08-20T23:38:43
i_004005,u_0180,p_0089,view,,327,2025-09-19T17:21:43
i_004006,u_0180,p_0092,click,,217,2025-09-20T12:44:43
i_004007,u_0180,p_0093,view,,239,2025-08-08T21:45:43
i_004008,u_0180,p_0089,click,4.3,279,2025-07-09T05:47:43
i_004009,u_0180,p_0090,save,,,2025-07-25T09:07:43
i_004010,u_0180,p_0096,view,,222,2025-08-29T08:50:43
i_004011,u_0180,p_0095,view,,199,2025-09-06T03:04:43
i_004012,u_0180,p_0098,save,4.2,,2025-09-21T22:38:43
i_004013,u_0180,p_0076,view,,224,2025-08-08T17:21:43
i_004014,u_0180,p_0083,click,,184,2025-09-11T08:56:43
i_004015,u_0181,p_0081,view,,334,2025-10-30T01:38:43
i_004016,u_0181,p_0094,view,,282,2025-09-16T00:12:43
i_004017,u_0181,p_0069,click,,140,2025-09-02T07:13:43
i_004018,u_0181,p_0099,click,4.0,177,2025-07-29T17:11:43
i_004019,u_0181,p_0078,click,,116,2025-08-23T09:25:43
i_004020,u_0181,p_0068,save,3.8,,2025-09-02T15:37:43
i_004021,u_0181,p_0092,view,,145,2025-10-01T13:26:43
i_004022,u_0181,p_0078,view,,224,2025-09-20T09:42:43
i_004023,u_0181,p_0093,view,,133,2025-07-25T00:29:43
i_004024,u_0181,p_0092,checkin,4.5,,2025-08-21T13:46:43
i_004025,u_0181,p_0069,save,3.8,,2025-09-13T09:23:43
i_004026,u_0181,p_0068,save,,,2025-10-23T18:57:43
i_004027,u_0181,p_0073,checkin,4.4,,2025-09-07T17:03:43
i_004028,u_0181,p_0090,view,,116,2025-10-14T01:54:43
i_004029,u_0181,p_0096,save,4.4,,2025-10-20T00:27:43
i_004030,u_0181,p_0092,click,,90,2025-08-05T22:38:43
i_004031,u_0181,p_0096,click,4.5,259,2025-07-13T13:24:43
i_004032,u_0181,p_0098,view,,264,2025-09-21T21:54:43
i_004033,u_0181,p_0080,view,,89,2025-07-30T13:48:43
i_004034,u_0181,p_0096,view,,125,2025-10-20T01:23:43
i_004035,u_0181,p_0085,view,,192,2025-09-02T01:19:43
i_004036,u_0181,p_0076,checkin,,,2025-09-09T05:56:43
i_004037,u_0181,p_0097,view,,220,2025-07-19T14:01:43
i_004038,u_0181,p_0085,view,,92,2025-08-24T08:21:43
i_004039,u_0181,p_0092,view,,208,2025-11-03T22:43:43
i_004040,u_0181,p_0089,click,4.0,218,2025-07-12T17:03:43
i_004041,u_0182,p_0090,view,,281,2025-08-26T02:20:43
i_004042,u_0182,p_0089,view,,163,2025-09-28T07:34:43
i_004043,u_0182,p_0072,save,4.1,,2025-08-11T21:40:43
i_004044,u_0182,p_0070,view,,166,2025-09-01T06:20:43
i_004045,u_0182,p_0095,view,,264,2025-09-10T07:13:43
i_004046,u_0182,p_0084,click,3.5,221,2025-09-02T14:31:43
i_004047,u_0182,p_0096,view,,220,2025-08-26T10:50:43
i_004048,u_0182,p_0087,view,,214,2025-10-25T15:44:43
i_004049,u_0182,p_0075,click,4.3,210,2025-10-10T07:15:43
i_004050,u_0182,p_0095,click,4.6,316,2025-10-23T08:08:43
i_004051,u_0182,p_0087,view,,143,2025-08-05T09:19:43
i_004052,u_0182,p_0099,save,5.0,,2025-09-11T18:55:43
i_004053,u_0182,p_0095,checkin,4.0,,2025-08-15T05:19:43
i_004054,u_0182,p_0089,view,,218,2025-07-28T14:36:43
i_004055,u_0182,p_0073,save,2.8,,2025-10-02T07:41:43
i_004056,u_0182,p_0078,view,,252,2025-10-19T16:52:43
i_004057,u_0182,p_0078,view,,241,2025-08-31T09:25:43
i_004058,u_0182,p_0096,view,,265,2025-08-22T07:21:43
i_004059,u_0182,p_0091,click,3.7,206,2025-08-12T10:23:43
i_004060,u_0182,p_0095,click,4.7,384,2025-08-14T09:10:43
i_004061,u_0182,p_0078,click,,203,2025-08-13T18:56:43
i_004062,u_0182,p_0087,view,,185,2025-10-26T09:19:43
i_004063,u_0182,p_0093,click,,209,2025-07-15T06:12:43
i_004064,u_0182,p_0094,save,3.8,,2025-10-11T04:14:43
i_004065,u_0182,p_0095,checkin,,,2025-07-14T23:18:43
i_004066,u_0182,p_0088,save,,,2025-09-01T00:04:43
i_004067,u_0182,p_0090,view,,173,2025-09-07T16:48:43
i_004068,u_0182,p_0092,click,3.0,298,2025-08-23T22:13:43
i_004069,u_0183,p_0089,view,,320,2025-09-26T10:23:43
i_004070,u_0183,p_0083,save,,,2025-09-26T08:02:43
i_004071,u_0183,p_0097,view,,139,2025-09-28T03:10:43
i_004072,u_0183,p_0087,click,,86,2025-08-11T11:14:43
i_004073,u_0183,p_0100,click,3.3,225,2025-10-23T06:22:43
i_004074,u_0183,p_0089,view,,425,2025-07-18T15:47:43
i_004075,u_0183,p_0098,click,,276,2025-10-17T00:02:43
i_004076,u_0183,p_0098,click,4.2,285,2025-10-02T20:00:43
i_004077,u_0183,p_0091,view,,252,2025-09-01T05:45:43
i_004078,u_0183,p_0097,save,5.0,,2025-09-13T04:10:43
i_004079,u_0183,p_0076,view,,193,2025-09-03T16:46:43
i_004080,u_0183,p_0075,click,,182,2025-08-08T10:26:43
i_004081,u_0183,p_0068,save,4.6,,2025-08-18T16:35:43
i_004082,u_0183,p_0085,save,,,2025-09-26T02:28:43
i_004083,u_0183,p_0077,view,,256,2025-10-20T00:51:43
i_004084,u_0183,p_0078,checkin,,,2025-07-19T11:33:43
i_004085,u_0183,p_0098,click,5.0,177,2025-10-27T18:48:43
i_004086,u_0183,p_0095,view,,228,2025-10-03T05:04:43
i_004087,u_0183,p_0099,view,,29,2025-09-16T13:29:43
i_004088,u_0183,p_0074,view,,175,2025-07-17T21:20:43
i_004089,u_0184,p_0088,view,,117,2025-08-28T15:59:43
i_004090,u_0184,p_0100,view,,236,2025-07-11T21:00:43
i_004091,u_0184,p_0090,click,4.2,448,2025-10-10T17:39:43
i_004092,u_0184,p_0097,checkin,4.3,,2025-09-16T19:45:43
i_004093,u_0184,p_0092,checkin,,,2025-10-28T21:58:43
i_004094,u_0184,p_0077,view,,213,2025-10-27T23:40:43
i_004095,u_0184,p_0075,view,,97,2025-09-07T06:41:43
i_004096,u_0184,p_0096,view,,180,2025-08-23T15:16:43
i_004097,u_0184,p_0089,checkin,,,2025-09-15T17:44:43
i_004098,u_0184,p_0092,view,,288,2025-07-09T22:45:43
i_004099,u_0184,p_0081,click,,247,2025-07-20T05:29:43
i_004100,u_0184,p_0077,click,2.9,339,2025-11-03T11:51:43
i_004101,u_0184,p_0076,save,,,2025-10-20T05:08:43
i_004102,u_0184,p_0089,save,4.8,,2025-07-24T03:34:43
i_004103,u_0184,p_0081,view,,360,2025-07-28T02:15:43
i_004104,u_0184,p_0100,view,,198,2025-10-18T23:46:43
i_004105,u_0184,p_0094,view,,318,2025-10-16T19:31:43
i_004106,u_0184,p_0069,view,,72,2025-10-15T23:22:43
i_004107,u_0184,p_0078,save,4.6,,2025-10-05T19:06:43
i_004108,u_0184,p_0076,view,,111,2025-08-20T17:18:43
i_004109,u_0184,p_0098,view,,287,2025-10-19T11:09:43
i_004110,u_0184,p_0097,click,4.1,225,2025-11-05T15:03:43
i_004111,u_0184,p_0097,click,4.9,213,2025-08-16T07:33:43
i_004112,u_0184,p_0073,checkin,4.1,,2025-10-14T07:12:43
i_004113,u_0184,p_0094,view,,266,2025-09-06T18:33:43
i_004114,u_0185,p_0096,view,,242,2025-08-30T23:08:43
i_004115,u_0185,p_0069,view,,132,2025-10-26T03:55:43
i_004116,u_0185,p_0085,checkin,,,2025-09-14T22:43:43
i_004117,u_0185,p_0074,view,,268,2025-08-15T00:59:43
i_004118,u_0185,p_0092,view,,337,2025-10-08T17:22:43
i_004119,u_0185,p_0080,click,3.4,268,2025-08-10T05:11:43
i_004120,u_0185,p_0091,checkin,4.4,,2025-09-13T10:35:43
i_004121,u_0185,p_0069,view,,127,2025-08-28T23:52:43
i_004122,u_0185,p_0090,save,4.2,,2025-10-08T12:54:43
i_004123,u_0185,p_0072,view,,122,2025-10-06T09:56:43
i_004124,u_0185,p_0092,save,4.5,,2025-08-01T13:46:43
i_004125,u_0185,p_0078,view,,200,2025-09-19T01:18:43
i_004126,u_0185,p_0095,view,,475,2025-10-25T21:24:43
i_004127,u_0185,p_0071,click,3.7,134,2025-09-24T15:06:43
i_004128,u_0185,p_0076,view,,158,2025-08-21T03:19:43
i_004129,u_0185,p_0079,save,,,2025-10-23T05:30:43
i_004130,u_0185,p_0085,click,2.1,317,2025-10-09T10:06:43
i_004131,u_0185,p_0098,view,,331,2025-07-22T15:42:43
i_004132,u_0185,p_0070,click,3.5,187,2025-08-15T13:54:43
i_004133,u_0185,p_0087,view,,167,2025-10-14T05:02:43
i_004134,u_0185,p_0078,save,3.0,,2025-10-01T00:01:43
i_004135,u_0185,p_0094,click,5.0,88,2025-07-09T06:30:43
i_004136,u_0185,p_0089,view,,272,2025-09-03T23:12:43
i_004137,u_0185,p_0069,view,,36,2025-09-16T08:33:43
i_004138,u_0185,p_0086,view,,72,2025-09-09T10:23:43
i_004139,u_0185,p_0089,view,,390,2025-10-13T03:38:43
i_004140,u_0185,p_0071,click,4.2,142,2025-10-03T09:28:43
i_004141,u_0185,p_0069,view,,265,2025-08-19T23:37:43
i_004142,u_0185,p_0076,click,4.8,188,2025-08-17T22:10:43
i_004143,u_0186,p_0081,checkin,4.6,,2025-08-15T12:18:43
i_004144,u_0186,p_0096,click,,208,2025-10-31T13:04:43
i_004145,u_0186,p_0076,click,,349,2025-09-24T19:00:43
i_004146,u_0186,p_0093,view,,30,2025-07-24T10:44:43
i_004147,u_0186,p_0086,save,3.2,,2025-07-10T06:32:43
i_004148,u_0186,p_0088,click,3.6,162,2025-10-17T11:11:43
i_004149,u_0186,p_0078,view,,249,2025-10-31T19:17:43
i_004150,u_0186,p_0077,view,,139,2025-08-28T01:43:43
i_004151,u_0186,p_0078,view,,258,2025-08-26T07:55:43
i_004152,u_0186,p_0095,save,5.0,,2025-09-01T12:34:43
i_004153,u_0186,p_0096,view,,275,2025-08-10T09:31:43
i_004154,u_0186,p_0095,click,4.3,296,2025-07-08T19:21:43
i_004155,u_0186,p_0098,view,,218,2025-08-28T02:12:43
i_004156,u_0186,p_0087,click,2.4,272,2025-09-16T14:29:43
i_004157,u_0186,p_0092,view,,267,2025-09-27T20:39:43
i_004158,u_0186,p_0100,view,,246,2025-07-21T08:11:43
i_004159,u_0186,p_0084,view,,218,2025-10-21T06:28:43
i_004160,u_0187,p_0078,checkin,,,2025-09-13T18:48:43
i_004161,u_0187,p_0075,view,,163,2025-09-21T05:22:43
i_004162,u_0187,p_0089,save,5.0,,2025-08-13T01:32:43
i_004163,u_0187,p_0096,view,,132,2025-09-13T01:09:43
i_004164,u_0187,p_0096,click,4.1,133,2025-10-16T23:39:43
i_004165,u_0187,p_0081,click,,222,2025-09-30T12:38:43
i_004166,u_0187,p_0083,view,,182,2025-07-21T13:20:43
i_004167,u_0187,p_0094,click,,100,2025-10-29T18:52:43
i_004168,u_0187,p_0069,click,3.4,168,2025-09-16T10:36:43
i_004169,u_0187,p_0088,view,,249,2025-08-17T13:28:43
i_004170,u_0187,p_0085,view,,185,2025-08-31T23:14:43
i_004171,u_0187,p_0075,click,3.4,274,2025-08-11T02:25:43
i_004172,u_0187,p_0087,view,,130,2025-08-17T02:01:43
i_004173,u_0187,p_0099,save,3.5,,2025-09-27T07:03:43
i_004174,u_0187,p_0086,click,,287,2025-08-24T10:05:43
i_004175,u_0188,p_0087,view,,249,2025-07-21T18:02:43
i_004176,u_0188,p_0090,click,4.7,236,2025-10-28T10:18:43
i_004177,u_0188,p_0076,view,,356,2025-10-09T06:21:43
i_004178,u_0188,p_0086,view,,232,2025-10-01T20:42:43
i_004179,u_0188,p_0070,checkin,4.2,,2025-11-02T09:27:43
i_004180,u_0188,p_0090,view,,255,2025-08-23T00:51:43
i_004181,u_0188,p_0099,view,,74,2025-07-12T21:22:43
i_004182,u_0188,p_0086,view,,296,2025-07-18T10:30:43
i_004183,u_0188,p_0085,save,4.3,,2025-08-18T15:16:43
i_004184,u_0188,p_0069,click,4.5,195,2025-10-18T19:01:43
i_004185,u_0188,p_0076,view,,117,2025-08-23T18:11:43
i_004186,u_0188,p_0081,view,,385,2025-08-14T05:34:43
i_004187,u_0188,p_0080,checkin,3.6,,2025-11-03T09:46:43
i_004188,u_0188,p_0095,checkin,,,2025-09-07T04:05:43
i_004189,u_0188,p_0084,view,,228,2025-09-25T15:43:43
i_004190,u_0188,p_0091,view,,42,2025-09-23T14:10:43
i_004191,u_0188,p_0086,save,3.7,,2025-10-23T09:39:43
i_004192,u_0188,p_0100,click,,124,2025-10-08T13:15:43
i_004193,u_0188,p_0076,save,,,2025-08-05T08:25:43
i_004194,u_0188,p_0087,view,,30,2025-07-23T21:23:43
i_004195,u_0188,p_0085,checkin,,,2025-07-16T15:28:43
i_004196,u_0188,p_0081,view,,222,2025-08-12T07:36:43
i_004197,u_0188,p_0086,click,4.3,240,2025-10-06T23:51:43
i_004198,u_0188,p_0083,checkin,3.3,,2025-07-16T02:08:43
i_004199,u_0188,p_0078,view,,365,2025-08-25T02:46:43
i_004200,u_0188,p_0081,click,,183,2025-10-11T00:54:43
i_004201,u_0188,p_0086,save,4.5,,2025-10-18T04:18:43
i_004202,u_0188,p_0097,view,,260,2025-07-24T07:36:43
i_004203,u_0189,p_0099,view,,95,2025-09-24T11:04:43
i_004204,u_0189,p_0094,click,,333,2025-10-24T02:50:43
i_004205,u_0189,p_0095,click,,84,2025-08-03T20:58:43
i_004206,u_0189,p_0090,save,4.3,,2025-08-20T06:25:43
i_004207,u_0189,p_0071,view,,231,2025-08-26T10:23:43
i_004208,u_0189,p_0097,view,,274,2025-10-29T17:24:43
i_004209,u_0189,p_0085,save,,,2025-10-28T14:59:43
i_004210,u_0189,p_0095,view,,427,2025-08-05T06:51:43
i_004211,u_0189,p_0084,click,3.8,142,2025-09-02T13:33:43
i_004212,u_0189,p_0081,view,,182,2025-09-16T04:46:43
i_004213,u_0189,p_0086,save,5.0,,2025-07-14T11:42:43
i_004214,u_0189,p_0090,view,,259,2025-10-27T07:49:43
i_004215,u_0189,p_0072,click,3.8,77,2025-07-22T17:12:43
i_004216,u_0189,p_0093,save,,,2025-08-12T07:03:43
i_004217,u_0189,p_0092,save,3.3,,2025-07-19T22:48:43
i_004218,u_0190,p_0080,view,,151,2025-07-23T04:11:43
i_004219,u_0190,p_0080,view,,146,2025-10-25T02:17:43
i_004220,u_0190,p_0099,view,,142,2025-10-22T22:15:43
i_004221,u_0190,p_0086,click,,308,2025-07-14T03:33:43
i_004222,u_0190,p_0086,view,,268,2025-10-27T08:03:43
i_004223,u_0190,p_0099,save,,,2025-08-07T13:45:43
i_004224,u_0190,p_0073,click,4.0,216,2025-09-27T20:58:43
i_004225,u_0190,p_0094,view,,428,2025-08-08T08:17:43
i_004226,u_0190,p_0096,view,,92,2025-07-16T06:29:43
i_004227,u_0190,p_0087,save,4.1,,2025-10-30T18:37:43
i_004228,u_0190,p_0096,view,,138,2025-10-19T15:17:43
i_004229,u_0190,p_0086,click,3.8,250,2025-08-20T17:15:43
i_004230,u_0190,p_0086,view,,271,2025-08-19T15:59:43
i_004231,u_0190,p_0077,view,,143,2025-09-24T11:24:43
i_004232,u_0190,p_0092,checkin,4.1,,2025-07-28T08:13:43
i_004233,u_0191,p_0076,checkin,,,2025-11-03T07:49:43
i_004234,u_0191,p_0086,save,,,2025-08-20T08:20:43
i_004235,u_0191,p_0068,click,3.5,125,2025-09-23T00:08:43
i_004236,u_0191,p_0095,view,,425,2025-08-28T22:33:43
i_004237,u_0191,p_0098,checkin,,,2025-10-11T18:46:43
i_004238,u_0191,p_0074,save,2.1,,2025-09-24T00:49:43
i_004239,u_0191,p_0091,checkin,,,2025-09-18T13:40:43
i_004240,u_0191,p_0082,view,,56,2025-07-23T23:37:43
i_004241,u_0191,p_0080,click,4.0,190,2025-07-28T14:25:43
i_004242,u_0191,p_0078,checkin,,,2025-08-21T10:11:43
i_004243,u_0191,p_0096,view,,351,2025-10-18T22:35:43
i_004244,u_0191,p_0079,view,,238,2025-09-23T21:41:43
i_004245,u_0191,p_0093,view,,133,2025-10-17T07:03:43
i_004246,u_0191,p_0083,view,,64,2025-09-10T22:36:43
i_004247,u_0191,p_0098,click,3.6,226,2025-08-30T12:23:43
i_004248,u_0191,p_0076,click,3.7,227,2025-10-05T12:22:43
i_004249,u_0191,p_0075,click,,65,2025-10-15T10:17:43
i_004250,u_0191,p_0092,view,,194,2025-10-10T15:06:43
i_004251,u_0191,p_0091,click,,164,2025-10-31T05:17:43
i_004252,u_0191,p_0089,save,5.0,,2025-11-01T02:05:43
i_004253,u_0191,p_0095,view,,279,2025-10-30T17:58:43
i_004254,u_0191,p_0099,view,,185,2025-10-30T14:50:43
i_004255,u_0191,p_0095,click,5.0,363,2025-09-03T03:58:43
i_004256,u_0191,p_0096,view,,84,2025-09-14T16:22:43
i_004257,u_0191,p_0078,checkin,,,2025-07-13T09:23:43
i_004258,u_0192,p_0098,view,,293,2025-07-22T06:27:43
i_004259,u_0192,p_0074,click,,146,2025-09-28T02:32:43
i_004260,u_0192,p_0095,view,,149,2025-10-17T15:01:43
i_004261,u_0192,p_0084,checkin,,,2025-10-22T08:33:43
i_004262,u_0192,p_0099,view,,47,2025-09-07T00:54:43
i_004263,u_0192,p_0100,view,,157,2025-08-31T03:21:43
i_004264,u_0192,p_0076,view,,186,2025-08-01T11:28:43
i_004265,u_0192,p_0098,save,,,2025-10-12T05:55:43
i_004266,u_0192,p_0087,checkin,3.3,,2025-08-02T12:00:43
i_004267,u_0192,p_0083,click,3.2,125,2025-10-01T04:35:43
i_004268,u_0192,p_0068,click,,228,2025-09-16T08:14:43
i_004269,u_0192,p_0089,click,,327,2025-09-05T14:59:43
i_004270,u_0192,p_0083,view,,253,2025-10-15T00:57:43
i_004271,u_0192,p_0083,view,,172,2025-09-05T18:57:43
i_004272,u_0192,p_0091,click,,172,2025-09-19T23:53:43
i_004273,u_0192,p_0069,view,,291,2025-08-29T15:00:43
i_004274,u_0192,p_0095,save,,,2025-07-17T05:45:43
i_004275,u_0192,p_0086,checkin,4.6,,2025-07-22T15:24:43
i_004276,u_0192,p_0095,view,,201,2025-10-21T23:00:43
i_004277,u_0192,p_0094,view,,294,2025-07-30T11:13:43
i_004278,u_0192,p_0078,save,5.0,,2025-10-12T13:04:43
i_004279,u_0192,p_0095,view,,205,2025-10-25T18:44:43
i_004280,u_0192,p_0081,view,,298,2025-08-01T12:53:43
i_004281,u_0192,p_0098,click,4.4,291,2025-08-11T12:18:43
i_004282,u_0192,p_0100,click,2.1,243,2025-07-27T18:09:43
i_004283,u_0193,p_0086,save,3.7,,2025-07-23T16:27:43
i_004284,u_0193,p_0093,click,3.2,197,2025-10-12T01:03:43
i_004285,u_0193,p_0100,view,,88,2025-10-16T23:32:43
i_004286,u_0193,p_0088,click,3.8,299,2025-08-28T03:57:43
i_004287,u_0193,p_0078,view,,253,2025-08-06T20:15:43
i_004288,u_0193,p_0081,click,,240,2025-10-18T12:42:43
i_004289,u_0193,p_0089,view,,394,2025-08-13T18:03:43
i_004290,u_0193,p_0091,click,4.3,150,2025-08-17T00:28:43
i_004291,u_0193,p_0082,save,3.6,,2025-08-13T05:19:43
i_004292,u_0193,p_0097,view,,172,2025-07-26T00:55:43
i_004293,u_0193,p_0084,view,,32,2025-09-16T06:40:43
i_004294,u_0193,p_0098,save,4.0,,2025-10-19T02:42:43
i_004295,u_0193,p_0074,view,,215,2025-08-14T04:09:43
i_004296,u_0193,p_0081,view,,346,2025-08-18T02:24:43
i_004297,u_0193,p_0087,save,,,2025-07-09T19:07:43
i_004298,u_0193,p_0090,view,,299,2025-08-03T01:56:43
i_004299,u_0193,p_0087,view,,53,2025-08-29T18:37:43
i_004300,u_0193,p_0096,save,3.9,,2025-08-16T18:21:43
i_004301,u_0193,p_0088,checkin,,,2025-07-18T05:34:43
i_004302,u_0193,p_0089,checkin,,,2025-08-30T22:44:43
i_004303,u_0193,p_0094,view,,236,2025-09-04T05:52:43
i_004304,u_0193,p_0076,save,,,2025-09-30T08:11:43
i_004305,u_0193,p_0096,click,,231,2025-08-19T22:39:43
i_004306,u_0193,p_0096,save,,,2025-08-05T22:48:43
i_004307,u_0193,p_0076,checkin,3.4,,2025-10-04T22:27:43
i_004308,u_0194,p_0087,click,3.0,132,2025-07-09T07:16:43
i_004309,u_0194,p_0093,view,,102,2025-07-20T22:21:43
i_004310,u_0194,p_0096,save,4.7,,2025-08-21T03:26:43
i_004311,u_0194,p_0095,view,,256,2025-10-10T11:00:43
i_004312,u_0194,p_0086,view,,318,2025-10-10T04:15:43
i_004313,u_0194,p_0095,click,5.0,388,2025-09-25T18:16:43
i_004314,u_0194,p_0099,view,,231,2025-10-12T10:56:43
i_004315,u_0194,p_0071,view,,116,2025-10-25T16:50:43
i_004316,u_0194,p_0079,view,,20,2025-07-21T08:03:43
i_004317,u_0194,p_0081,click,4.5,310,2025-10-08T04:44:43
i_004318,u_0194,p_0091,checkin,4.1,,2025-09-24T10:51:43
i_004319,u_0194,p_0090,click,,163,2025-08-20T20:41:43
i_004320,u_0194,p_0089,save,4.0,,2025-08-20T13:22:43
i_004321,u_0194,p_0100,click,,20,2025-10-03T11:25:43
i_004322,u_0194,p_0072,save,4.6,,2025-07-24T08:06:43
i_004323,u_0194,p_0094,save,4.2,,2025-10-10T05:43:43
i_004324,u_0194,p_0086,save,4.6,,2025-10-05T07:45:43
i_004325,u_0194,p_0089,view,,351,2025-10-01T12:54:43
i_004326,u_0194,p_0070,view,,235,2025-08-06T13:18:43
i_004327,u_0194,p_0092,view,,267,2025-09-12T05:50:43
i_004328,u_0194,p_0093,view,,305,2025-08-20T06:15:43
i_004329,u_0194,p_0089,view,,313,2025-10-18T21:28:43
i_004330,u_0194,p_0086,save,,,2025-07-29T20:00:43
i_004331,u_0195,p_0083,view,,153,2025-08-31T12:09:43
i_004332,u_0195,p_0091,click,,94,2025-10-12T00:31:43
i_004333,u_0195,p_0087,save,,,2025-09-28T11:05:43
i_004334,u_0195,p_0093,checkin,5.0,,2025-08-15T00:38:43
i_004335,u_0195,p_0099,view,,288,2025-09-20T19:18:43
i_004336,u_0195,p_0094,save,,,2025-10-07T08:10:43
i_004337,u_0195,p_0095,view,,227,2025-08-25T05:39:43
i_004338,u_0195,p_0093,click,,259,2025-09-13T12:44:43
i_004339,u_0195,p_0090,view,,284,2025-08-08T12:05:43
i_004340,u_0195,p_0076,view,,196,2025-08-06T13:03:43
i_004341,u_0195,p_0085,click,4.0,92,2025-11-03T08:19:43
i_004342,u_0195,p_0096,view,,164,2025-08-04T06:43:43
i_004343,u_0195,p_0081,checkin,,,2025-07-22T04:49:43
i_004344,u_0195,p_0081,view,,279,2025-07-08T20:38:43
i_004345,u_0195,p_0085,checkin,,,2025-08-14T11:16:43
i_004346,u_0195,p_0095,view,,231,2025-07-21T08:44:43
i_004347,u_0195,p_0085,checkin,,,2025-10-25T06:24:43
i_004348,u_0195,p_0090,view,,444,2025-10-25T15:49:43
i_004349,u_0195,p_0098,checkin,4.5,,2025-08-28T08:32:43
i_004350,u_0195,p_0098,checkin,,,2025-08-24T21:20:43
i_004351,u_0196,p_0071,save,4.3,,2025-08-18T20:37:43
i_004352,u_0196,p_0069,click,2.9,236,2025-10-17T04:12:43
i_004353,u_0196,p_0091,save,,,2025-08-23T19:40:43
i_004354,u_0196,p_0100,view,,115,2025-08-30T06:38:43
i_004355,u_0196,p_0069,view,,167,2025-08-13T02:36:43
i_004356,u_0196,p_0094,view,,405,2025-07-16T23:58:43
i_004357,u_0196,p_0069,click,3.7,206,2025-07-23T03:58:43
i_004358,u_0196,p_0089,view,,222,2025-08-18T18:53:43
i_004359,u_0196,p_0090,view,,247,2025-10-17T06:03:43
i_004360,u_0196,p_0090,view,,281,2025-08-21T12:53:43
i_004361,u_0196,p_0095,click,4.8,334,2025-10-23T07:14:43
i_004362,u_0196,p_0076,view,,290,2025-07-18T14:28:43
i_004363,u_0196,p_0086,view,,143,2025-09-08T10:21:43
i_004364,u_0196,p_0090,click,,269,2025-09-25T20:29:43
i_004365,u_0196,p_0073,view,,219,2025-09-17T12:56:43
i_004366,u_0196,p_0069,click,,171,2025-08-30T16:41:43
i_004367,u_0196,p_0068,save,,,2025-08-08T01:51:43
i_004368,u_0196,p_0082,click,,153,2025-09-05T11:59:43
i_004369,u_0196,p_0086,view,,152,2025-09-10T07:18:43
i_004370,u_0197,p_0076,save,4.1,,2025-10-18T21:03:43
i_004371,u_0197,p_0089,click,,328,2025-07-29T10:45:43
i_004372,u_0197,p_0096,view,,270,2025-07-25T06:16:43
i_004373,u_0197,p_0076,click,,276,2025-09-23T05:13:43
i_004374,u_0197,p_0073,click,,29,2025-07-20T23:50:43
i_004375,u_0197,p_0088,save,,,2025-11-04T23:14:43
i_004376,u_0197,p_0081,view,,276,2025-10-18T18:58:43
i_004377,u_0197,p_0090,view,,189,2025-07-28T22:30:43
i_004378,u_0197,p_0083,view,,173,2025-08-24T20:17:43
i_004379,u_0197,p_0085,view,,176,2025-10-11T11:15:43
i_004380,u_0197,p_0091,click,3.9,263,2025-07-16T10:13:43
i_004381,u_0197,p_0074,click,3.5,201,2025-09-26T12:44:43
i_004382,u_0197,p_0083,view,,124,2025-08-18T10:36:43
i_004383,u_0197,p_0086,click,,215,2025-07-12T06:08:43
i_004384,u_0197,p_0089,view,,255,2025-10-22T02:06:43
i_004385,u_0197,p_0086,view,,307,2025-07-27T14:12:43
i_004386,u_0197,p_0081,click,,249,2025-10-24T18:21:43
i_004387,u_0197,p_0098,click,,263,2025-09-26T18:40:43
i_004388,u_0197,p_0078,view,,283,2025-07-23T23:39:43
i_004389,u_0197,p_0084,view,,172,2025-10-27T07:40:43
i_004390,u_0198,p_0078,view,,280,2025-09-28T20:44:43
i_004391,u_0198,p_0068,click,4.9,252,2025-07-28T21:01:43
i_004392,u_0198,p_0089,view,,344,2025-10-14T10:33:43
i_004393,u_0198,p_0081,view,,295,2025-10-04T20:02:43
i_004394,u_0198,p_0092,click,3.6,214,2025-09-24T00:26:43
i_004395,u_0198,p_0089,click,4.5,351,2025-08-05T19:10:43
i_004396,u_0198,p_0089,save,4.9,,2025-10-16T02:14:43
i_004397,u_0198,p_0081,view,,259,2025-08-27T11:56:43
i_004398,u_0198,p_0082,click,3.9,143,2025-09-30T06:53:43
i_004399,u_0198,p_0070,view,,237,2025-09-14T20:43:43
i_004400,u_0198,p_0090,click,,264,2025-08-31T14:02:43
i_004401,u_0198,p_0076,save,,,2025-08-04T06:20:43
i_004402,u_0198,p_0076,view,,207,2025-10-19T17:22:43
i_004403,u_0198,p_0086,click,4.3,193,2025-09-16T22:10:43
i_004404,u_0198,p_0092,view,,133,2025-10-08T22:58:43
i_004405,u_0198,p_0083,click,3.3,245,2025-08-05T22:05:43
